cluster_num	sid	gene_i	all_genes_i	gene_j	all_genes_j	subtype	chr_i	pos_i	strand_i	chr_j	pos_j	strand_j	pval	prob	num_hits
1	TCGA-E1-A7Z2-01A	NFIB*	"NFIB*	PSIP1*	MPDZ	HAUS6	DENND4C	BNC2	SAXO1	SLC24A2	FREM1	ZDHHC21	RRAGA	CNTLN	PLIN2	SNAPC3	TTC39B	CCDC171	C9orf92	RPS6	TYRP1	SH3GL2	CER1	LURAP1L	ACER2	BNC2-AS1	LURAP1L-AS1	SNORD137	LINC01235	LINC00583	LOC389705	MIR3152	SCARNA8	ADAMTSL1"	MLLT3*	"MLLT3*	CDKN2A*	DENND4C	IFNA2	CDKN2B-AS1	FOCAD	SLC24A2	IFNA1	HACD4	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	RPS6	IFNA6	MIR31HG	MIR31	MIR4474	ACER2	MIR491	IFNA7	MIR4473	FOCAD-AS1	SNORA30B	IFNA22P	CDKN2A-DT	MTAP	IFNA4	CDKN2B	IFNA17	KLHL9	IFNE"	TCGA-LGG	9	12582827	+	9	21357491	-	1.1e-09	0.000164189613395764	9
1	TCGA-E1-A7Z2-01A	NFIB*	"NFIB*	PSIP1*	MPDZ	HAUS6	DENND4C	BNC2	SAXO1	SLC24A2	FREM1	ZDHHC21	RRAGA	CNTLN	PLIN2	SNAPC3	TTC39B	CCDC171	C9orf92	RPS6	TYRP1	SH3GL2	CER1	LURAP1L	ACER2	BNC2-AS1	LURAP1L-AS1	SNORD137	LINC01235	LINC00583	LOC389705	MIR3152	SCARNA8	ADAMTSL1"	MLLT3*	"MLLT3*	CDKN2A*	DENND4C	IFNA2	CDKN2B-AS1	FOCAD	SLC24A2	IFNA1	HACD4	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	RPS6	IFNA6	MIR31HG	MIR31	MIR4474	ACER2	MIR491	IFNA7	MIR4473	FOCAD-AS1	SNORA30B	IFNA22P	CDKN2A-DT	MTAP	IFNA4	CDKN2B	IFNA17	KLHL9	IFNE"	TCGA-LGG	9	12638813	+	9	21910082	-	1.1e-09	0.000164189613395764	9
1	TCGA-DU-7290-01A	NFIB*	"NFIB*	PSIP1*	MPDZ	HAUS6	DENND4C	BNC2	SAXO1	SLC24A2	FREM1	ZDHHC21	RRAGA	CNTLN	PLIN2	SNAPC3	TTC39B	CCDC171	C9orf92	RPS6	TYRP1	SH3GL2	CER1	LURAP1L	ACER2	BNC2-AS1	LURAP1L-AS1	SNORD137	LINC01235	LINC00583	LOC389705	MIR3152	SCARNA8	ADAMTSL1"	MLLT3*	"MLLT3*	CDKN2A*	DENND4C	IFNA2	CDKN2B-AS1	FOCAD	SLC24A2	IFNA1	HACD4	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	RPS6	IFNA6	MIR31HG	MIR31	MIR4474	ACER2	MIR491	IFNA7	MIR4473	FOCAD-AS1	SNORA30B	IFNA22P	CDKN2A-DT	MTAP	IFNA4	CDKN2B	IFNA17	KLHL9	IFNE"	TCGA-LGG	9	12047463	-	9	19220159	+	1.1e-09	4.67790316636798e-05	9
1	TCGA-HW-8319-01A	NFIB*	"NFIB*	PSIP1*	MPDZ	HAUS6	DENND4C	BNC2	SAXO1	SLC24A2	FREM1	ZDHHC21	RRAGA	CNTLN	PLIN2	SNAPC3	TTC39B	CCDC171	C9orf92	RPS6	TYRP1	SH3GL2	CER1	LURAP1L	ACER2	BNC2-AS1	LURAP1L-AS1	SNORD137	LINC01235	LINC00583	LOC389705	MIR3152	SCARNA8	ADAMTSL1"	MLLT3*	"MLLT3*	CDKN2A*	DENND4C	IFNA2	CDKN2B-AS1	FOCAD	SLC24A2	IFNA1	HACD4	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	RPS6	IFNA6	MIR31HG	MIR31	MIR4474	ACER2	MIR491	IFNA7	MIR4473	FOCAD-AS1	SNORA30B	IFNA22P	CDKN2A-DT	MTAP	IFNA4	CDKN2B	IFNA17	KLHL9	IFNE"	TCGA-LGG	9	12418594	+	9	19806169	+	1.1e-09	4.67790316636798e-05	9
1	TCGA-HW-8319-01A	NFIB*	"NFIB*	PSIP1*	MPDZ	HAUS6	DENND4C	BNC2	SAXO1	SLC24A2	FREM1	ZDHHC21	RRAGA	CNTLN	PLIN2	SNAPC3	TTC39B	CCDC171	C9orf92	RPS6	TYRP1	SH3GL2	CER1	LURAP1L	ACER2	BNC2-AS1	LURAP1L-AS1	SNORD137	LINC01235	LINC00583	LOC389705	MIR3152	SCARNA8	ADAMTSL1"	MLLT3*	"MLLT3*	CDKN2A*	DENND4C	IFNA2	CDKN2B-AS1	FOCAD	SLC24A2	IFNA1	HACD4	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	RPS6	IFNA6	MIR31HG	MIR31	MIR4474	ACER2	MIR491	IFNA7	MIR4473	FOCAD-AS1	SNORA30B	IFNA22P	CDKN2A-DT	MTAP	IFNA4	CDKN2B	IFNA17	KLHL9	IFNE"	TCGA-LGG	9	12455423	-	9	19857245	-	1.1e-09	4.67790316636798e-05	9
1	TCGA-TM-A84R-01A	NFIB*	"NFIB*	PSIP1*	MPDZ	HAUS6	DENND4C	BNC2	SAXO1	SLC24A2	FREM1	ZDHHC21	RRAGA	CNTLN	PLIN2	SNAPC3	TTC39B	CCDC171	C9orf92	RPS6	TYRP1	SH3GL2	CER1	LURAP1L	ACER2	BNC2-AS1	LURAP1L-AS1	SNORD137	LINC01235	LINC00583	LOC389705	MIR3152	SCARNA8	ADAMTSL1"	MLLT3*	"MLLT3*	CDKN2A*	DENND4C	IFNA2	CDKN2B-AS1	FOCAD	SLC24A2	IFNA1	HACD4	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	RPS6	IFNA6	MIR31HG	MIR31	MIR4474	ACER2	MIR491	IFNA7	MIR4473	FOCAD-AS1	SNORA30B	IFNA22P	CDKN2A-DT	MTAP	IFNA4	CDKN2B	IFNA17	KLHL9	IFNE"	TCGA-LGG	9	19936666	+	9	20015715	+	1.1e-09	0.00470612204580087	9
1	TCGA-WY-A859-01A	NFIB*	"NFIB*	PSIP1*	MPDZ	HAUS6	DENND4C	BNC2	SAXO1	SLC24A2	FREM1	ZDHHC21	RRAGA	CNTLN	PLIN2	SNAPC3	TTC39B	CCDC171	C9orf92	RPS6	TYRP1	SH3GL2	CER1	LURAP1L	ACER2	BNC2-AS1	LURAP1L-AS1	SNORD137	LINC01235	LINC00583	LOC389705	MIR3152	SCARNA8	ADAMTSL1"	MLLT3*	"MLLT3*	CDKN2A*	DENND4C	IFNA2	CDKN2B-AS1	FOCAD	SLC24A2	IFNA1	HACD4	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	RPS6	IFNA6	MIR31HG	MIR31	MIR4474	ACER2	MIR491	IFNA7	MIR4473	FOCAD-AS1	SNORA30B	IFNA22P	CDKN2A-DT	MTAP	IFNA4	CDKN2B	IFNA17	KLHL9	IFNE"	TCGA-LGG	9	19583526	+	9	19903336	+	1.1e-09	0.00470612204580087	9
1	TCGA-HT-7477-01B	NFIB*	"NFIB*	PSIP1*	MPDZ	HAUS6	DENND4C	BNC2	SAXO1	SLC24A2	FREM1	ZDHHC21	RRAGA	CNTLN	PLIN2	SNAPC3	TTC39B	CCDC171	C9orf92	RPS6	TYRP1	SH3GL2	CER1	LURAP1L	ACER2	BNC2-AS1	LURAP1L-AS1	SNORD137	LINC01235	LINC00583	LOC389705	MIR3152	SCARNA8	ADAMTSL1"	MLLT3*	"MLLT3*	CDKN2A*	DENND4C	IFNA2	CDKN2B-AS1	FOCAD	SLC24A2	IFNA1	HACD4	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	RPS6	IFNA6	MIR31HG	MIR31	MIR4474	ACER2	MIR491	IFNA7	MIR4473	FOCAD-AS1	SNORA30B	IFNA22P	CDKN2A-DT	MTAP	IFNA4	CDKN2B	IFNA17	KLHL9	IFNE"	TCGA-LGG	9	19678081	+	9	19852763	-	1.1e-09	0.00470612204580087	9
1	TCGA-HT-7477-01B	NFIB*	"NFIB*	PSIP1*	MPDZ	HAUS6	DENND4C	BNC2	SAXO1	SLC24A2	FREM1	ZDHHC21	RRAGA	CNTLN	PLIN2	SNAPC3	TTC39B	CCDC171	C9orf92	RPS6	TYRP1	SH3GL2	CER1	LURAP1L	ACER2	BNC2-AS1	LURAP1L-AS1	SNORD137	LINC01235	LINC00583	LOC389705	MIR3152	SCARNA8	ADAMTSL1"	MLLT3*	"MLLT3*	CDKN2A*	DENND4C	IFNA2	CDKN2B-AS1	FOCAD	SLC24A2	IFNA1	HACD4	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	RPS6	IFNA6	MIR31HG	MIR31	MIR4474	ACER2	MIR491	IFNA7	MIR4473	FOCAD-AS1	SNORA30B	IFNA22P	CDKN2A-DT	MTAP	IFNA4	CDKN2B	IFNA17	KLHL9	IFNE"	TCGA-LGG	9	19741924	+	9	19790440	+	1.1e-09	0.00470612204580087	9
1	TCGA-DU-7012-01A	NFIB*	"NFIB*	PSIP1*	MPDZ	HAUS6	DENND4C	BNC2	SAXO1	SLC24A2	FREM1	ZDHHC21	RRAGA	CNTLN	PLIN2	SNAPC3	TTC39B	CCDC171	C9orf92	RPS6	TYRP1	SH3GL2	CER1	LURAP1L	ACER2	BNC2-AS1	LURAP1L-AS1	SNORD137	LINC01235	LINC00583	LOC389705	MIR3152	SCARNA8	ADAMTSL1"	MLLT3*	"MLLT3*	CDKN2A*	DENND4C	IFNA2	CDKN2B-AS1	FOCAD	SLC24A2	IFNA1	HACD4	IFNA13	IFNW1	IFNB1	IFNA21	IFNA16	IFNA14	IFNA10	IFNA5	IFNA8	RPS6	IFNA6	MIR31HG	MIR31	MIR4474	ACER2	MIR491	IFNA7	MIR4473	FOCAD-AS1	SNORA30B	IFNA22P	CDKN2A-DT	MTAP	IFNA4	CDKN2B	IFNA17	KLHL9	IFNE"	TCGA-LGG	9	19875450	+	9	19907526	-	1.1e-09	0.00470612204580087	9
2	TCGA-HT-7477-01B	FIP1L1*	"FIP1L1*	CHIC2*	PDGFRA*	KIT*	LNX1	LNX1-AS1	LNX1-AS2	LOC100506444	RPL21P44	LINC02283	LINC02260	GSX2"	AASDH	"AASDH	HOPX	POLR2B	REST	SRP72	SPINK2	EXOC1	CLOCK	ARL9	NMU	CEP135	EXOC1L	IGFBP7	PDCL2	THEGL	CRACD	NOA1	PAICS	IGFBP7-AS1	LINC02380	LINC02494	PPAT"	TCGA-LGG	4	53831861	-	4	58419037	+	2.1e-09	5.24421913099836e-05	8
2	TCGA-E1-A7YD-01A	FIP1L1*	"FIP1L1*	CHIC2*	PDGFRA*	KIT*	LNX1	LNX1-AS1	LNX1-AS2	LOC100506444	RPL21P44	LINC02283	LINC02260	GSX2"	AASDH	"AASDH	HOPX	POLR2B	REST	SRP72	SPINK2	EXOC1	CLOCK	ARL9	NMU	CEP135	EXOC1L	IGFBP7	PDCL2	THEGL	CRACD	NOA1	PAICS	IGFBP7-AS1	LINC02380	LINC02494	PPAT"	TCGA-LGG	4	53835981	+	4	58102888	+	2.1e-09	5.24421913099836e-05	8
2	TCGA-DB-A75O-01A	FIP1L1*	"FIP1L1*	CHIC2*	PDGFRA*	KIT*	LNX1	LNX1-AS1	LNX1-AS2	LOC100506444	RPL21P44	LINC02283	LINC02260	GSX2"	AASDH	"AASDH	HOPX	POLR2B	REST	SRP72	SPINK2	EXOC1	CLOCK	ARL9	NMU	CEP135	EXOC1L	IGFBP7	PDCL2	THEGL	CRACD	NOA1	PAICS	IGFBP7-AS1	LINC02380	LINC02494	PPAT"	TCGA-LGG	4	54032512	+	4	58647702	+	2.1e-09	5.24421913099836e-05	8
2	TCGA-DH-A7UU-01A	FIP1L1*	"FIP1L1*	CHIC2*	PDGFRA*	KIT*	LNX1	LNX1-AS1	LNX1-AS2	LOC100506444	RPL21P44	LINC02283	LINC02260	GSX2"	AASDH	"AASDH	HOPX	POLR2B	REST	SRP72	SPINK2	EXOC1	CLOCK	ARL9	NMU	CEP135	EXOC1L	IGFBP7	PDCL2	THEGL	CRACD	NOA1	PAICS	IGFBP7-AS1	LINC02380	LINC02494	PPAT"	TCGA-LGG	4	53645101	-	4	58323899	-	2.1e-09	5.24421913099836e-05	8
2	TCGA-S9-A89Z-01A	FIP1L1*	"FIP1L1*	CHIC2*	PDGFRA*	KIT*	LNX1	LNX1-AS1	LNX1-AS2	LOC100506444	RPL21P44	LINC02283	LINC02260	GSX2"	AASDH	"AASDH	HOPX	POLR2B	REST	SRP72	SPINK2	EXOC1	CLOCK	ARL9	NMU	CEP135	EXOC1L	IGFBP7	PDCL2	THEGL	CRACD	NOA1	PAICS	IGFBP7-AS1	LINC02380	LINC02494	PPAT"	TCGA-LGG	4	53489148	-	4	57216050	+	2.1e-09	0.00021621133127712	8
2	TCGA-S9-A89Z-01A	FIP1L1*	"FIP1L1*	CHIC2*	PDGFRA*	KIT*	LNX1	LNX1-AS1	LNX1-AS2	LOC100506444	RPL21P44	LINC02283	LINC02260	GSX2"	AASDH	"AASDH	HOPX	POLR2B	REST	SRP72	SPINK2	EXOC1	CLOCK	ARL9	NMU	CEP135	EXOC1L	IGFBP7	PDCL2	THEGL	CRACD	NOA1	PAICS	IGFBP7-AS1	LINC02380	LINC02494	PPAT"	TCGA-LGG	4	53687538	-	4	57333894	-	2.1e-09	0.00021621133127712	8
2	TCGA-HT-7477-01B	FIP1L1*	"FIP1L1*	CHIC2*	PDGFRA*	KIT*	LNX1	LNX1-AS1	LNX1-AS2	LOC100506444	RPL21P44	LINC02283	LINC02260	GSX2"	AASDH	"AASDH	HOPX	POLR2B	REST	SRP72	SPINK2	EXOC1	CLOCK	ARL9	NMU	CEP135	EXOC1L	IGFBP7	PDCL2	THEGL	CRACD	NOA1	PAICS	IGFBP7-AS1	LINC02380	LINC02494	PPAT"	TCGA-LGG	4	53921856	+	4	57796669	+	2.1e-09	0.00021621133127712	8
2	TCGA-E1-A7YD-01A	FIP1L1*	"FIP1L1*	CHIC2*	PDGFRA*	KIT*	LNX1	LNX1-AS1	LNX1-AS2	LOC100506444	RPL21P44	LINC02283	LINC02260	GSX2"	AASDH	"AASDH	HOPX	POLR2B	REST	SRP72	SPINK2	EXOC1	CLOCK	ARL9	NMU	CEP135	EXOC1L	IGFBP7	PDCL2	THEGL	CRACD	NOA1	PAICS	IGFBP7-AS1	LINC02380	LINC02494	PPAT"	TCGA-LGG	4	53383333	-	4	58042670	-	2.1e-09	0.00021621133127712	8
2	TCGA-E1-A7YD-01A	FIP1L1*	"FIP1L1*	CHIC2*	PDGFRA*	KIT*	LNX1	LNX1-AS1	LNX1-AS2	LOC100506444	RPL21P44	LINC02283	LINC02260	GSX2"	AASDH	"AASDH	HOPX	POLR2B	REST	SRP72	SPINK2	EXOC1	CLOCK	ARL9	NMU	CEP135	EXOC1L	IGFBP7	PDCL2	THEGL	CRACD	NOA1	PAICS	IGFBP7-AS1	LINC02380	LINC02494	PPAT"	TCGA-LGG	4	53384374	+	4	57375547	-	2.1e-09	0.00021621133127712	8
2	TCGA-E1-A7YD-01A	FIP1L1*	"FIP1L1*	CHIC2*	PDGFRA*	KIT*	LNX1	LNX1-AS1	LNX1-AS2	LOC100506444	RPL21P44	LINC02283	LINC02260	GSX2"	AASDH	"AASDH	HOPX	POLR2B	REST	SRP72	SPINK2	EXOC1	CLOCK	ARL9	NMU	CEP135	EXOC1L	IGFBP7	PDCL2	THEGL	CRACD	NOA1	PAICS	IGFBP7-AS1	LINC02380	LINC02494	PPAT"	TCGA-LGG	4	53384424	-	4	57261989	+	2.1e-09	0.00021621133127712	8
2	TCGA-E1-A7YD-01A	FIP1L1*	"FIP1L1*	CHIC2*	PDGFRA*	KIT*	LNX1	LNX1-AS1	LNX1-AS2	LOC100506444	RPL21P44	LINC02283	LINC02260	GSX2"	AASDH	"AASDH	HOPX	POLR2B	REST	SRP72	SPINK2	EXOC1	CLOCK	ARL9	NMU	CEP135	EXOC1L	IGFBP7	PDCL2	THEGL	CRACD	NOA1	PAICS	IGFBP7-AS1	LINC02380	LINC02494	PPAT"	TCGA-LGG	4	53791031	+	4	57718900	-	2.1e-09	0.00021621133127712	8
2	TCGA-E1-A7YD-01A	FIP1L1*	"FIP1L1*	CHIC2*	PDGFRA*	KIT*	LNX1	LNX1-AS1	LNX1-AS2	LOC100506444	RPL21P44	LINC02283	LINC02260	GSX2"	AASDH	"AASDH	HOPX	POLR2B	REST	SRP72	SPINK2	EXOC1	CLOCK	ARL9	NMU	CEP135	EXOC1L	IGFBP7	PDCL2	THEGL	CRACD	NOA1	PAICS	IGFBP7-AS1	LINC02380	LINC02494	PPAT"	TCGA-LGG	4	54038037	-	4	57240763	-	2.1e-09	0.00021621133127712	8
